chp no,sloka no,sent no,word,sandhied_word,morph_analysis,morph_in_context,kaaraka_sambandha,hindi_meaning,english_meaning,samAsa,prayoga,sarvanAma,name_classification,graph,anvaya_no,bgcolor,poem
5,45,1,दण्डक-,दण्डक-अरण्य-वासिनाम्,दण्डक,दण्डक,"कर्मधारय,10.2",दण्डक-,-,-,-,-,-,assets/graphs/05_045_1.jpg,10.1,#FFFF00,-
5,45,1,अरण्य-,--,अरण्य,अरण्य,"षष्ठी-तत्पुरुषः,10.3",अरण्य-,-,-,-,-,-,assets/graphs/05_045_1.jpg,10.2,#FFFF00,-
5,45,1,वासिनाम्,--,वासिन्{पुं;6;बहु},वासिन्{पुं;6;बहु},"विशेषणम्,8.1",वासिन्,-,-,-,-,-,assets/graphs/05_045_1.jpg,10.3,#87CEEB,-
5,45,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/05_045_1.jpg,11.1,,-
5,46,1,तेन,तेन,तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः},तद्{सर्वनाम;पुं;3;एक},"कर्ता,61",फैलाये,-,-,-,-,-,assets/graphs/05_046_1.jpg,1.1,#40E0D0,-
5,46,1,तत्र,तत्र,तत्र{अव्य},तत्र{अव्य},"देशाधिकरणम्,6.1",वहाँ,-,-,-,-,-,assets/graphs/05_046_1.jpg,2.1,#FF99FF,-
5,46,1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,2.1",ही,-,-,-,-,-,assets/graphs/05_046_1.jpg,3.1,#FF99FF,-
5,46,1,वसता,वसता,वसत्{पुं;3;एक(वस्1;शतृ_लट्;भ्वादिः)}/वसत्{नपुं;3;एक(वस्1;शतृ_लट्;भ्वादिः)},वसत्{पुं;3;एक(वस्1;शतृ_लट्;भ्वादिः)},"विशेषणम्,1.1",रहता_हुआ,-,-,-,-,-,assets/graphs/05_046_1.jpg,4.1,#40E0D0,-
5,46,1,जन-,जन-स्थान-निवासिनी,जन,जन,"षष्ठी-तत्पुरुषः,5.2",जन-,-,-,-,-,-,assets/graphs/05_046_1.jpg,5.1,#FFFF00,-
5,46,1,स्थान-,--,स्थान,स्थान,"उपपद-तत्पुरुषः,5.3",स्थान-,-,-,-,-,-,assets/graphs/05_046_1.jpg,5.2,#FFFF00,-
5,46,1,निवासिनी,--,निवासिनी{स्त्री;1;एक},निवासिनी{स्त्री;1;एक},"विशेषणम्,7.1",निवासिनी,-,-,-,-,-,assets/graphs/05_046_1.jpg,5.3,#00BFFF,-
5,46,1,विरूपिता,विरूपिता,विरूपिता{स्त्री;1;एक(वि_रूप्;क्त;चुरादिः)},विरूपिता{स्त्री;1;एक(वि_रूप्;क्त;चुरादिः)},,विरूपिता,-,-,-,-,-,assets/graphs/05_046_1.jpg,6.1,#00BFFF,-
5,46,1,शूर्पणखा,शूर्पणखा,शूर्पणखा{स्त्री;1;एक},शूर्पणखा{स्त्री;1;एक},"कर्म,6.1",शूर्पणखा,-,-,-,-,-,assets/graphs/05_046_1.jpg,7.1,#00BFFF,-
5,46,1,राक्षसी,राक्षसी,राक्षसी{स्त्री;1;एक},राक्षसी{स्त्री;1;एक},"विशेषणम्,7.1",राक्षसी,-,-,-,-,-,assets/graphs/05_046_1.jpg,8.1,#00BFFF,-
5,46,1,काम-,काम-रूपिणी,काम,काम,"कर्मधारय,9.2",काम-,-,-,-,-,-,assets/graphs/05_046_1.jpg,9.1,#FFFF00,-
5,46,1,रूपिणी,--,रूपिन्{नपुं;1;द्वि}/रूपिन्{नपुं;2;द्वि}/रूपिन्{नपुं;8;द्वि}/रूपिणी{स्त्री;1;एक},रूपिणी{स्त्री;1;एक},"विशेषणम्,7.1",रूपिणी,-,-,-,-,-,assets/graphs/05_046_1.jpg,9.2,#00BFFF,-
5,46,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/05_046_1.jpg,10.1,,-
5,047-48_1,1,ततः,ततः,ततः{अव्य},ततः{अव्य},"सम्बन्धः,17.1",वहाँ_से,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,1.1,#FF99FF,-
5,047-48_1,1,शूर्पणखा-,शूर्पणखा-वाक्यात्,शूर्पणखा,शूर्पणखा,"षष्ठी-तत्पुरुषः,2.2",शूर्पणखा-,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,2.1,#FFFF00,-
5,047-48_1,1,वाक्यात्,--,वाक्य{नपुं;5;एक}/वाक्य{पुं;5;एक},वाक्य{नपुं;5;एक},"हेतुः,3.1",वाक्य_से,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,2.2,#B4FFB4,-
5,047-48_1,1,उद्युक्तान्,उद्युक्तान्,उद्युक्त{पुं;2;बहु(उत्_वच्1;क्त;अदादिः)},उद्युक्त{पुं;2;बहु(उत्_वच्1;क्त;अदादिः)},"विशेषणम्,4.2",उद्युक्त,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,3.1,#93DB70,-
5,047-48_1,1,सर्व-,सर्व-राक्षसान्,सर्व,सर्व,"कर्मधारय,4.2",सर्व-,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,4.1,#FFFF00,-
5,047-48_1,1,राक्षसान्,--,राक्षस{पुं;2;बहु},राक्षस{पुं;2;बहु},"समुच्चितः,12.1",राक्षसों_को,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,4.2,#93DB70,-
5,047-48_1,1,खरम्,खरं,खर{पुं;2;एक},खर{पुं;2;एक},"घटकः,4.2",खल_को,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,5.1,#93DB70,-
5,047-48_1,1,त्रिशिरसम्,त्रिशिरसं,त्रिशिरस्{पुं;2;एक},त्रिशिरस्{पुं;2;एक},"घटकः,4.2",त्रिशिरस्_को,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,6.1,#93DB70,-
5,047-48_1,1,दूषणम्,दूषणं,दूषण{पुं;2;एक}/दूषण{नपुं;1;एक}/दूषण{नपुं;2;एक},दूषण{पुं;2;एक},"घटकः,4.2",दूषण,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,7.1,#93DB70,-
5,047-48_1,1,च,च,च{अव्य},च{अव्य},"सम्बन्धः,7.1",च1,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,8.1,#FF99FF,-
5,047-48_1,1,एव,एव,एव{अव्य},एव{अव्य},"सम्बन्धः,8.1",ही,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,9.1,#FF99FF,-
5,047-48_1,1,राक्षसम्,राक्षसम्,राक्षस{पुं;2;एक},राक्षस{पुं;2;एक},"विशेषणम्,7.1",राक्षस_को,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,10.1,#93DB70,-
5,047-48_1,1,तेषाम्,--,तद्{सर्वनाम;पुं;6;बहु}/तद्{सर्वनाम;नपुं;6;बहु},तद्{सर्वनाम;पुं;6;बहु},"षष्ठीसम्बन्धः,12.1",उनके,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,11.1,#87CEEB,-
5,047-48_1,1,पदानुगान्,--,पदानुग{पुं;2;बहु},पदानुग{पुं;2;बहु},"कर्म,17.1",पदानुगों_को,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,12.1,#93DB70,-
5,047-48_1,1,च,--,च{अव्य},च{अव्य},"समुच्चय_द्योतकः,12.1",च2,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,13.1,#FF99FF,-
5,047-48_1,1,एव,--,एव{अव्य},एव{अव्य},"सम्बन्धः,13.1",ही,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,14.1,#FF99FF,-
5,047-48_1,1,रणे,--,रण{पुं;7;एक}/रण{नपुं;7;एक},रण{पुं;7;एक},"अधिकरणम्,17.1",युद्ध_में,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,15.1,#C6E2EB,-
5,047-48_1,1,रामः,--,राम{पुं;1;एक},राम{पुं;1;एक},"कर्ता,17.1",राम_ने,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,16.1,#00BFFF,-
5,047-48_1,1,निजघान,--,नि_हन्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}/नि_हन्1{कर्तरि{लिट्;उ;एक;परस्मैपदी;अदादिः},नि_हन्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,16.1;सकर्मक",समूल_नष्ट_किया,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,17.1,#FF1975,-
5,047-48_1,1,.,-,-,-,-,-,-,-,-,-,-,assets/graphs/05_047-48_1_1.jpg,18.1,,-
5,048_2-49_1,1,वने,वने,वन{नपुं;1;द्वि}/वन{नपुं;2;द्वि}/वन{नपुं;8;द्वि}/वनि{पुं;8;एक}/वन{नपुं;7;एक},वन{नपुं;7;एक},"अधिकरणम्,3.1",वन,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,1.1,#C6E2EB,-
5,048_2-49_1,1,तस्मिन्,तस्मिन्,तद्{सर्वनाम;पुं;7;एक}/तद्{सर्वनाम;नपुं;7;एक},तद्{सर्वनाम;पुं;7;एक},"विशेषणम्,1.1",उसमें,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,2.1,#C6E2EB,-
5,048_2-49_1,1,निवसता,निवसता,निवसत्{पुं;3;एक(नि_वस्2;शतृ_लट्;अदादिः)}/निवसत्{नपुं;3;एक(नि_वस्2;शतृ_लट्;अदादिः)}/निवसत्{पुं;3;एक(नि_वस्1;शतृ_लट्;भ्वादिः)}/निवसत्{नपुं;3;एक(नि_वस्1;शतृ_लट्;भ्वादिः)},निवसत्{पुं;3;एक(नि_वस्2;शतृ_लट्;अदादिः)},"कर्ता,6.1",सुसज्जित_करता_हुआ,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,3.1,#40E0D0,-
5,048_2-49_1,1,जन-,जन-स्थान-निवासिनाम्,जन,जन,"षष्ठी-तत्पुरुषः,4.2",जन-,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,4.1,#FFFF00,-
5,048_2-49_1,1,स्थान-,--,स्थान,स्थान,"उपपद-तत्पुरुषः,4.3",स्थान-,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,4.2,#FFFF00,-
5,048_2-49_1,1,निवासिनाम्,--,निवासिन्{पुं;6;बहु}/निवासिन्{नपुं;6;बहु},निवासिन्{नपुं;6;बहु},"विशेषणम्,5.1",निवासी_का,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,4.3,#87CEEB,-
5,048_2-49_1,1,रक्षसाम्,रक्षसां,रक्षस्{नपुं;6;बहु},रक्षस्{नपुं;6;बहु},"षष्ठीसम्बन्धः,9.1",राक्षसों_का,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,5.1,#87CEEB,-
5,048_2-49_1,1,निहतानि,निहतानि,निहत{नपुं;1;बहु(नि_हन्1;क्त;अदादिः)}/निहत{नपुं;2;बहु(नि_हन्1;क्त;अदादिः)},निहत{नपुं;1;बहु(नि_हन्1;क्त;अदादिः)},"कर्ता,7.1",समूल_नष्ट_किये_हुए,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,6.1,#00BFFF,-
5,048_2-49_1,1,आसन्,आसन्,अस्1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;भ्वादिः}/अस्2{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;अदादिः}/आसन्{नपुं;8;एक},अस्1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;भ्वादिः},-,गये,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,7.1,#FF1975,-
5,048_2-49_1,1,सहस्राणि,सहस्राणि,सहस्र{संख्या;नपुं;1;बहु}/सहस्र{संख्या;नपुं;2;बहु},सहस्र{संख्या;नपुं;1;बहु},"कर्म,6.1",सहस्राणि,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,8.1,#00BFFF,-
5,048_2-49_1,1,चतुर्दश,चतुर्दश,चतुर्दश{पुं;8;एक}/चतुर्दश{नपुं;8;एक}/चतुर्दशन्{संख्येयम्;1;बहु}/चतुर्दशन्{संख्येयम्;2;बहु}/चतुर्दशन्{संख्या;नपुं;1;बहु}/चतुर्दशन्{संख्या;नपुं;2;बहु},चतुर्दशन्{संख्या;नपुं;1;बहु},"विशेषणम्,8.1",चौदह,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,9.1,#00BFFF,-
5,048_2-49_1,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/05_048_2-49_1_1.jpg,10.1,,-
5,049_2,1,ततः,ततः,ततः{अव्य},ततः{अव्य},"सम्बन्धः,5.2",वहाँ_से,-,-,-,-,-,assets/graphs/05_049_2_1.jpg,1.1,#FF99FF,-
5,049_2,1,ज्ञाति-,ज्ञाति-वधं,ज्ञाति,ज्ञाति,"षष्ठी-तत्पुरुषः,2.2",ज्ञाति-,-,-,-,-,-,assets/graphs/05_049_2_1.jpg,2.1,#FFFF00,-
5,049_2,1,वधम्,--,वध{पुं;2;एक}/वध{नपुं;1;एक}/वध{नपुं;2;एक},वध{पुं;2;एक},"कर्म,3.1",वध,-,-,-,-,-,assets/graphs/05_049_2_1.jpg,2.2,#93DB70,-
5,049_2,1,श्रुत्वा,श्रुत्वा,श्रु1{अव्य;क्त्वा;भ्वादिः},श्रु1{अव्य;क्त्वा;भ्वादिः},"पूर्वकालः,5.2",सुन_कर,-,-,-,-,-,assets/graphs/05_049_2_1.jpg,3.1,#FF99FF,-
5,049_2,1,रावणः,रावणः,रावण{पुं;1;एक},रावण{पुं;1;एक},"कर्ता,5.2;कर्ता,3.1",रावण,-,-,-,-,-,assets/graphs/05_049_2_1.jpg,4.1,#00BFFF,-
5,049_2,1,क्रोध-,क्रोध-मूर्छितः,क्रोध,क्रोध,"तृतीया-तत्पुरुषः,5.2",क्रोध-,-,-,-,-,-,assets/graphs/05_049_2_1.jpg,5.1,#FFFF00,-
5,049_2,1,मूर्छितः,--,मूर्छित{पुं;1;एक(मुर्छ्1;क्त;भ्वादिः)},मूर्छित{पुं;1;एक(मुर्छ्1;क्त;भ्वादिः)},-,मूर्छित,-,-,-,-,-,assets/graphs/05_049_2_1.jpg,5.2,#00BFFF,-
5,049_2,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/05_049_2_1.jpg,6.1,,-
5,50,1,सहायम्,सहायं,सहाय{पुं;2;एक},सहाय{पुं;2;एक},"कर्म,2.1",साथी,-,-,-,-,-,assets/graphs/05_050_1.jpg,1.1,#93DB70,-
5,50,1,वरयामास,वरयामास,वृ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः},वृ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः},-,वृ2या,-,-,-,-,-,assets/graphs/05_050_1.jpg,2.1,#FF1975,-
5,50,1,मारीचम्,मारीचं,मारीच{पुं;2;एक},मारीच{पुं;2;एक},"सञ्ज्ञा,5.1",मारीच_को,-,-,-,-,-,assets/graphs/05_050_1.jpg,3.1,#93DB70,-
5,50,1,नाम,नाम,नाम{अव्य},नाम{अव्य},"सञ्ज्ञा_द्योतकः,3.1",नाम_1,-,-,-,-,-,assets/graphs/05_050_1.jpg,4.1,#FF99FF,-
5,50,1,राक्षसम्,राक्षसम्,राक्षस{पुं;2;एक},राक्षस{पुं;2;एक},"कर्म,2.1",राक्षस,-,-,-,-,-,assets/graphs/05_050_1.jpg,5.1,#93DB70,-
5,50,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/05_050_1.jpg,6.1,,-
5,50,2,वार्यमाणः,वार्यमाणः,वार्यमाण{पुं;1;एक(वृ1;णिच्;शानच्_लट्;कर्मणि},वार्यमाण{पुं;1;एक(वृ1;णिच्;शानच्_लट्;कर्मणि},"कर्ता,6.1",,-,-,-,-,-,assets/graphs/05_050_2.jpg,1.1,#00BFFF,-
5,50,2,सु-,सु-बहुशः,सु,सु,"अव्ययीभावः,2.2",सु-,-,-,-,-,-,assets/graphs/05_050_2.jpg,2.1,#FFFF00,-
5,50,2,बहुशः,--,बहुशः{अव्य},बहुशः{अव्य},"क्रियाविशेषणम्,1.1",बार_बार,-,-,-,-,-,assets/graphs/05_050_2.jpg,2.2,#FF99FF,-
5,50,2,मारीचेन,मारीचेन,मारीच{पुं;3;एक},मारीच{पुं;3;एक},"प्रयोजककर्ता,1.1",मारीच_से,-,-,-,-,-,assets/graphs/05_050_2.jpg,3.1,#40E0D0,-
5,50,2,सः,सः,तद्{सर्वनाम;पुं;1;एक},तद्{सर्वनाम;पुं;1;एक},"विशेषणम्,5.1",वह,-,-,-,-,-,assets/graphs/05_050_2.jpg,4.1,#00BFFF,-
5,50,2,रावणः,रावणः,रावण{पुं;1;एक},रावण{पुं;1;एक},"प्रयोज्यकर्ता,1.1",रावण,-,-,-,-,-,assets/graphs/05_050_2.jpg,5.1,#00BFFF,-
5,50,2,(आसीत्),(आसीत्),अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः},अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः},"अभिहित_कर्ता,1.1",था,-,-,-,-,-,assets/graphs/05_050_2.jpg,6.1,#FF1975,-
5,50,2,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/05_050_2.jpg,7.1,,-
6,051_1,1,न,न,न{अव्य},न{अव्य},"प्रतिषेधः,4.1",नहीं,-,-,-,-,-,assets/graphs/06_051_1_1.jpg,1.1,#FF99FF,-
6,051_1,1,विरोधः,विरोधः,विरोध{पुं;1;एक}/विरोध{पुं;1;एक(वि_रुध्1;घञ्;रुधादिः)},विरोध{पुं;1;एक},"कर्ता,4.1",विरोध,-,-,-,-,-,assets/graphs/06_051_1_1.jpg,2.1,#00BFFF,-
6,051_1,1,बलवता,बलवता,बल{मतुप्;पुं;3;एक}/बल{मतुप्;नपुं;3;एक},बल{मतुप्;पुं;3;एक},"विशेषणम्,6.1",बल_से,-,-,-,-,-,assets/graphs/06_051_1_1.jpg,3.1,#40E0D0,-
6,051_1,1,क्षमः,क्षमः,क्षम{पुं;1;एक(क्षम्1;अच्;भ्वादिः)},क्षम{पुं;1;एक(क्षम्1;अच्;भ्वादिः)},-,योग्य,-,-,-,-,-,assets/graphs/06_051_1_1.jpg,4.1,#00BFFF,-
6,051_1,1,रावण,रावण,रावण{पुं;8;एक},रावण{पुं;8;एक},"सम्बोध्यः,4.1",रावण,-,-,-,-,-,assets/graphs/06_051_1_1.jpg,5.1,#6FFFC3,-
6,051_1,1,तेन,तेन,तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः},तद्{सर्वनाम;पुं;3;एक},"सहार्थः,2.1",उससे,-,-,-,-,-,assets/graphs/06_051_1_1.jpg,6.1,#40E0D0,-
6,051_1,1,ते,ते,तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक},युष्मद्{सर्वनाम;6;एक},"षष्ठीसम्बन्धः,2.1",वे,-,-,-,-,-,assets/graphs/06_051_1_1.jpg,7.1,#87CEEB,-
6,051_1,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/06_051_1_1.jpg,8.1,,-
6,051_2-52_1,1,अन्-,अन्-आदृत्य,अन्,अन्,"नञ्-तत्पुरुषः,1.2",अन्-,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,1.1,#FFFF00,-
6,051_2-52_1,1,आदृत्य,--,आ-दृ1{अव्य;ल्यप्;तुदादिः},आ-दृ1{अव्य;ल्यप्;तुदादिः},"पूर्वकालः,7.1",-,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,1.2,#FF99FF,-
6,051_2-52_1,1,तु,तु,तु{अव्य},तु{अव्य},"सम्बन्धः,1.2",तो,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,2.1,#FF99FF,-
6,051_2-52_1,1,तत्,तत्,तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक},तद्{सर्वनाम;नपुं;2;एक},"विशेषणम्,4.1",उस,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,3.1,#93DB70,-
6,051_2-52_1,1,वाक्यम्,वाक्यं,वाक्य{नपुं;1;एक}/वाक्य{नपुं;2;एक},वाक्य{नपुं;2;एक},"कर्म,1.2",वाक्य_को,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,4.1,#93DB70,-
6,051_2-52_1,1,रावणः,रावणः,रावण{पुं;1;एक},रावण{पुं;1;एक},"कर्ता,7.1;कर्ता,1.2",रावण,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,5.1,#00BFFF,-
6,051_2-52_1,1,काल-,काल-चोदितः,काल,काल,"तृतीया-तत्पुरुषः,6.2",काल-,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,6.1,#FFFF00,-
6,051_2-52_1,1,चोदितः,--,चोदित{पुं;1;एक(चुद्1;क्त;चुरादिः)},चोदित{पुं;1;एक(चुद्1;क्त;चुरादिः)},"विशेषणम्,5.1",प्रेरणा_किया_हुआ,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,6.2,#00BFFF,-
6,051_2-52_1,1,जगाम,जगाम,गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/गम्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः},गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः},"अभिहित_कर्ता,5.1;सकर्मक",गया,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,7.1,#FF1975,-
6,051_2-52_1,1,सह-,सह-मारीचः,सह,सह,"सहपूर्वपद-व्यधिकरण-बहुव्रीहिः,8.2",साथ,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,8.1,#FFFF00,-
6,051_2-52_1,1,मारीचः,--,मारीच{पुं;1;एक},मारीच{पुं;1;एक},"विशेषणम्,5.1",मारीच,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,8.2,#00BFFF,-
6,051_2-52_1,1,तस्य,तस्य,तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक},तद्{सर्वनाम;नपुं;6;एक},"षष्ठीसम्बन्धः,10.2",उसका,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,9.1,#87CEEB,-
6,051_2-52_1,1,आश्रम-,आश्रम-पदं,आश्रम,आश्रम,"कर्मधारयः,10.2",आश्रम-,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,10.1,#FFFF00,-
6,051_2-52_1,1,पदम्,--,पद्{पुं;2;एक}/पद{नपुं;1;एक}/पद{नपुं;2;एक}/पद{पुं;2;एक},पद{नपुं;2;एक},"कर्म,7.1",पैर,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,10.2,#93DB70,-
6,051_2-52_1,1,तदा,तदा,तदा{अव्य},तदा{अव्य},"कालाधिकरणम्,7.1",तब,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,11.1,#FF99FF,-
6,051_2-52_1,1,.,.,-,-,-,-,-,-,-,-,-,assets/graphs/06_051_2-52_1_1.jpg,12.1,,-
6,052_2-53_1,1,तेन,तेन,तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः},तद्{सर्वनाम;पुं;3;एक},"विशेषणम्,2.1",उस,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,1.1,#40E0D0,-
6,052_2-53_1,1,मायाविना,मायाविना,मायाविन्{पुं;3;एक},मायाविन्{पुं;3;एक},"प्रयोजककर्तृरहितप्रज्यकर्ता,5.1",ऐन्द्रजालिक_से,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,2.1,#40E0D0,-
6,052_2-53_1,1,नृप-,नृप-आत्मजौ,नृप,नृप,"षष्ठी-तत्पुरुषः,3.2",नृप-,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,3.1,#FFFF00,-
6,052_2-53_1,1,आत्म-,--,आत्म-,आत्म-,"उपपद-तत्पुरुषः,3.3",आत्म-,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,3.2,#FFFF00,-
6,052_2-53_1,1,जौ,--,ज{पुं;1;द्वि}/ज{पुं;2;द्वि}/ज{पुं;8;द्वि},ज{पुं;2;द्वि},"कर्म,5.1",पुत्र,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,3.3,#93DB70,-
6,052_2-53_1,1,दूरम्,दूरम्,दूर{पुं;2;एक}/दूर{नपुं;1;एक}/दूर{नपुं;2;एक},दूर{नपुं;2;एक},"कर्म,5.1",दूर,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,4.1,#93DB70,-
6,052_2-53_1,1,अपवाह्य,अपवाह्य,अप_वह्1{णिजन्त;अव्य;ल्यप्;भ्वादिः},अप_वह्1{णिजन्त;अव्य;ल्यप्;भ्वादिः},"पूर्वकालः,11.1",हटवा_कर,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,5.1,#FF99FF,-
6,052_2-53_1,1,गृध्रम्,--,गृध्र{पुं;2;एक},गृध्र{पुं;2;एक},"विशेषणम्,7.1",लोभी,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,6.1,#93DB70,-
6,052_2-53_1,1,जटायुषम्,--,जटायुस्{पुं;2;एक},जटायुस्{पुं;2;एक},"कर्म,8.1",जटायुस्_को,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,7.1,#93DB70,-
6,052_2-53_1,1,हत्वा,--,हन्1{अव्य;क्त्वा;अदादिः},हन्1{अव्य;क्त्वा;अदादिः},"पूर्वकालः,11.1",मार_कर,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,8.1,#FF99FF,-
6,052_2-53_1,1,रामस्य,--,राम{पुं;6;एक},राम{पुं;6;एक},"षष्ठीसम्बन्धः,10.1",राम_की,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,9.1,#87CEEB,-
6,052_2-53_1,1,भार्याम्,--,भार्या{स्त्री;2;एक},भार्या{स्त्री;2;एक},"कर्म,11.1",पत्नी_का,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,10.1,#93DB70,-
6,052_2-53_1,1,जहार,--,हृ1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/हृ1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}/हृ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;जुहोत्यादिः}/हृ2{कर्तरि;लिट्;उ;एक;परस्मैपदी;जुहोत्यादिः},हृ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;जुहोत्यादिः},-,बलात्कार_किया,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,11.1,#FF1975,-
6,052_2-53_1,1,.,-,-,-,-,-,-,-,-,-,-,assets/graphs/06_052_2-53_1_1.jpg,12.1,,-
6,053_2-54_1,1,गृध्रम्,गृध्रं,गृध्र{पुं;2;एक},गृध्र{पुं;2;एक},"कर्म,3.1",लोभी,-,-,-,-,-,assets/graphs/06_053_2-54_1_1.jpg,1.1,#93DB70,-
